passage,true_label,predicted_label
Phenological patterns are changing worldwide due to global environmental change.,0,0
org/10.1016/j.ympev.2018.02.019,0,0
4.2 | Morphometric differences among mouse lemurs,0,0
"However, no significant differences in mean swimming speed (t (21) = 0.191, p = 0.850) or maximum swimming speed (t (21) = 0.023, p = 0.982) were found between the two groups (Figures 2d‐2e), indicating that the greater body mass of juvenile lizards in the centipede‐ added group did not affect their moving ability.",0,0
"The studied taxa were found in a variety of habitat types, ranging from nearly undisturbed to selectively logged forest, from shrubby secondary regrowth vegetation to areas dominated by perennial plants (i.e., Aframomum spp.; Miller et al., 2018; Radespiel et al., 2008; Schüssler et al., 2018).",0,0
Superfamily Hominoidea Gray 1825 .,0,0
"M. sp. #3 can be statistically differentiated from its closest relative, M. macarthurii , by 5 out of 13 parameters.",0,0
"6 Instituto Gulbenkian de Ciência, Oeiras, Portugal",0,0
"Introduction to the studies on the weevil subfamilies Cossoninae, Dryophthorinae and tribe Stromboscerini III Cossoninae.",0,0
"Further, the occurrence of the epigaeic army ants Eciton and Labidus in the stomach contents suggests that amphisbaenians may forage on the soil surface as well.",0,0
"In fact, the island group, which foraged more (possibly in response to decreased resource abundance), spent less time overall eating arthropods.",0,0
This project was financed through an Irish Research Council under a Government of Ireland Postdoctoral fellowship held by John Dunbar (GOIPD/2021/358).,0,0
org/10.1016/j.asd.2011.06.002,0,0
"However, when we include both plant and invertebrate intake, all female capuchins greatly exceed their minimum protein requirements in all months.",0,0
"Gillett, C. P. D. T., Crampton-Platt, A., Timmermans, M. J., Jordal, B. H., Emerson, B. C., & Vogler, A. P. (2014).",0,0
"The ways in which capuchins utilize invertebrates to cope with this plant shortage, and which specific invertebrate types and nutritional compositions contribute to their diet, helps us to understand the role of invertebrates more generally in the primate diet and, ultimately, primate evolution.",0,0
Highlights,0,0
"本新种与 C. helverseni Metzner,1999(Metzner,1999:166,figs,12a-c)相似，但有以下区别：1.",0,0
URS THALMANN ∗ AND THOMAS GEISSMANN,0,0
"Mugu, S., Pistone, D., & Jordal, B. H. (2018).",0,0
"The insects were identified by John Rawlins, Nilza Martinelli, Vitor Becker, Orlando Silvério, Ana Harada, Maria Lúcia Macambira, and José Dias, and the plants were identified by Manoel Cordeiro, Nelson Rosa, and Scott Mori.",0,0
Ggtree: An R package for visualization and annotation of phylogenetic trees with their covariates and other associated data.,0,0
"The ‘‘mainland’’ group occupies a home range of approximately 75 ha in continuous primary lowland terra firme forest on the margin of the reservoir, while the ‘‘island’’ group lives on a small (18 ha) island with similar habitat that was formed after flooding in 1985.",0,0
1998.,0,0
The remaining food was collected and weighed at 6 p. m. The containers were then cleaned and left with about 1‐cm deep of water overnight for the lizard.,0,0
"Platypodines, on the other hand, are less specialized on their plant hosts due to their cultivation of fungi, and their diversification is more independent of the history of this plant group (Jordal,2015).",0,0
All applicable institutional and national guidelines for the care and use of animals were also followed.,0,0
"This classification has been adopted by the IUCN [Rylands et al., 2003].",0,0
"PCR products were checked for identity using 2% agarose gels, and the target DNA band was purified using a GeneJET TM Gel Extraction Kit (Thermo Scientific, United States).",0,0
"Grebennikov, V. V. (2018 b).",0,0
"2 Cape Horn International Center (CHIC), Puerto Williams, Chile",0,0
"We warmly thank the many local guides and cooks for sharing their incomparable expertize and help in the field, misaotra anareo jiaby.",0,0
"Such foods have been hypothesized to drive adaptation of behavioral harvesting and processing adaptations (Marshall et al., 2009).",0,0
"To confirm the accuracy of each unigene, each PCR product was sequenced and its sequence was compared with the assembled unigenes.",0,0
"Abdomen oval, dorsum light brown, covered with irregular black incline striae, anterior median area with a big lightly colored patch, behind it are 6 herring-bones.",0,0
"This project was funded by Chile’ s National Fund for Scientific and Technological Development (FONDECYT, project11130451), the Chilean Antarctic Institute (project RT_48_16), ANID—Millennium Science Initiative Program—ICN2021_002, and ANID/BASAL FB210018.",0,0
Maria Lourdes Chamorro https://orcid.org/0000-0002-3536-9372 Bruno A. S. de Medeiros https://orcid.org/0000-0003-1663-668X Brian D. Farrell https://orcid.org/0000-0002-6843-0539,0,0
(0.1674 × (%crude protein + %water soluble carbohydrates) + (0.3766 × %crude fat)).,0,0
"The northern range limit for M. simmonsi appears to be the Anove River, which separates it from M. sp. #3.",0,0
"37 For the most part, Chinese mid-Pleistocene Homo do fall away from their western penecontemporaneous counterparts (e.g., H. bodoensis , H. neanderthalensis ).",0,0
The rarefaction curves indicated that sufficient sequencing depth was achieved for the comparison of species richness between different groups (Figure S3).,0,0
"WNET/ BBC, UK, film.",0,0
"To generate the whole transcriptome of Malayan pangolin, we assembled the pooled reads from eight samples using three different assemblers: Trinity 18, SOAPdenovo-Trans 20, and Velvet 21.",0,0
We also computed Wilks' lambda and the p value to evaluate the ability of the LDA model to distinguish between the five lineages.,0,0
"Immature stages of Indian Coleoptera (24, Curculionidae Contd.).",0,0
"1 Department of Anthropology and Archaeology, University of Calgary, Calgary, Canada",0,0
"We used short read Illumina HiSeq technology to sequence eight transcriptomes representing the following M. javanica organs: cerebellum, cerebrum, heart, kidney, liver, lung, spleen and thymus.",0,0
We can now confirm its occurrence 75 km and four inter‐ river systems (IRSs) further north (Figures 1 and 2) which expands its EOO by almost fivefold.,0,0
"The lipid metabolism pathway, on the other hand, may support the myrmecophagus feeding habits of this mammalian species 1,35.",0,0
A ocorrência exclusiva de formigas-de-correição no trato alimentar destes répteis fossoriais sugere que eles seguem trilhas químicas deixadas pelas formigas à medida que se elas movimentam no interior e sobre o solo.,0,0
27 DNA purification and concentration were assessed using Nanodrop.,0,0
The extent to which larvae show coordinated or timed movements to and from deeper or shallower water is yet to be investigated.,0,0
https://doi.org/10.3390/ geosciences10090358,0,0
2017; 358: 652-655.,0,0
Dryophthorinae weevils (Coleoptera: Curculionidae) of the forest floor in Southeast Asia: Illustrated overview of nominal Stromboscerini genera.,0,0
"Locally, these animals are called Dadintsifaky, which translates to ‘‘grandparent of the sifaky’’ (Propithecus).",0,0
Distribution and geographic variation in the western woolly lemur ( Avahi occidentalis) with description of a new species (A.,0,0
"Juvenile lizards fed with centipedes demonstrated faster growth rates and better body conditions than those fed an earthworm‐ only diet, despite no increase in food intake.",0,0
"Lanfear, R., Frandsen, P. B., Wright, A. M., Senfeld, T., & Calcott, B. (2017).",0,0
Using the problematic taxon Homo heidelbergensis will continue to complicate and obfuscate how we think and communicate major issues in later phases of human evolution.,0,0
This study was conducted under the research permit No. 197/17/ MEEF/SG/DGF/DSAP/SCB.Re (D.,0,0
127 Archaeological context: The specimen is associated with an Acheulean stone tool assemblage.,0,0
"New weevils (Coleotpera, Curculionoidea) from the earlymost Eocene Oise Amber.",0,0
1. The taxon H. heidelbergensis should be suppressed,0,0
Email: john.dunbar@universityofgalway.ie,0,0
"We thank M. Myers, B. Thankey, H. Clouse, C. Lees, and B. Kowalzik for assistance with data collection, and Dr. C Turner Hogan, T. Holmes, and S. Cheves for assistance with invertebrate collection.",0,0
PCR products of the 10 genes matched the expected sizes (Fig. 2).,0,0
"Petter J-J, Albignac R, Rumpler Y. 1977.",0,0
"CA, UAS).",0,0
"Eight SCFAs (acetate, propionate, butyrate, isobutyrate, valerate, isovalerate, hexanoate, and isohexanoate) were quantified for each fecal sample using standard curves for the target SCFAs (Figure S1).",0,0
"Key words: taxonomy, Salticidae , new species, China.",0,0
"Historically, species in the tribes Dryophthorini and Stromboscerini had been classified with weevils in the subfamily Cossoninae , but evidence for monophyly of Dryophthrorinae as currently classified has gained support through the study of the immature stages (Anderson, 1948; Marvaldi, 1997; May, 1993, 1994), adults (Kuschel, 1995; Thompson, 1992; Zimmerman, 1993), and molecular data (Gunter et al., 2016; Haran et al., 2013; Marvaldi et al., 2009; McKenna et al., 2009; Mugu et al., 2018; Shin et al., 2017).",0,0
IUCN/SSC Cycad Specialist Group.,0,0
"In conclusion, and if supported by future studies, the M. lehilahytsara / M. mittermeieri lineage in the warmer lowland rainforests of eastern Madagascar seem to have more flexible and extended reproductive schedules compared with populations living in the harsher montane humid forest sites or to species inhabiting the western dry deciduous forests (see Evasoa et al., 2018).",0,0
"Foraging patterns included rummaging through and turning over leaves, investigating dry fruits of species such as Eschaeeilera coriacea ( Lecythidaceae ) and Manilkara huberi ( Sapotaceae ), and manipulating dead twigs and branches.",0,0
Peter Convey was supported by Natural Environmental Research Council core funding to the British Antarctic Survey (BAS) “Biodiversity Evolution and Adaptation” Team.,0,0
0. (2012).,0,0
"Middle Pleistocene hominin variation must be organized using better, more precise, and consistent criteria in defining taxa which comply at the same time with the rules of the International Code of Zoological Nomenclature (ICZN), as well as with current developments of our understanding of the process of human evolution.",0,0
Both analyses recover with moderate support (PP: 0.71; 86) a clade containing orthognathines and stromboscerines + dryophthorines.,0,0
5.8 | Etymology M. jonahi is named in honor of Malagasy primatologist Professor Jonah Ratsimbazafy.,0,0
"Only 1,701 sequences were internal sequences, which were defined as unknown.",0,0
"Overall, the mainland sakis dedicated 2.56% of their activity time to arthropod foraging, with monthly values of 1.75–4.03% (Fig. 1).",0,0
Dominik Schüssler http://orcid.org/ 0000-0001-5885-7988,0,0
The enlarged testes of M. macarthurii males from October onwards and the presence of pre‐ estrous females in November indicate that the mating season in these forests probably begins at that time (Figure 6).,0,0
"Our results indicate that the capuchin invertebrate diet is diverse, with at least 21 invertebrate “ categories ” identified as capuchin foods during our study period, and all life stages of invertebrates (e.g., eggs, larvae, and adult morphs) are utilized by capuchins.",0,0
The relationship between Prodioctes + Cosmopolites and Rhynchophorina has never been proposed before.,0,0
"Analisamos o trato alimentar de 64 espécimes de anfisbenídeos (4 Amphisbaena alba , 10 A. fuliginosa , 25 A. vermicularis e 25 Leposternon infraorbitale ) coletados durante o resgate da fauna para a construção da represa da Hidroelétrica da Serra da Mesa no Rio Tocantins (de 1992 a 1997), na cidade de Minaçu, Goiás, Brasil.",0,0
Qualified DNA samples were diluted to 1 ng /μL using sterile water.,0,0
ORCID,0,0
"Rambaut, A., & Drummond, A. J. (2018).",0,0
"Some modern descriptive work is complex with lengthy details, such as isopod crustaceans where often every appendage is described exhaustively from each sex and the juvenile, [10] and bacteria where several lines of physiological characters from monocultures are expected in addition to morphological and molecular characterisation.",0,0
"From this calculation, we estimated the monthly energetic and protein intake per food intake rate for that item by extrapolating the amount ingested during focal follows.",0,0
Eight lizards from each group were used for gut microbiome sequencing.,0,0
"Neotropical Dryophthoridae: Redescription of the genus Melchus Lacordaire with description of Daisya Anderson, new genus and seven new species (Coleoptera: Curculionoidea).",0,0
"61 Unfortunately, several problems are evident in applying BSC to fossil specimens: (1) morphological variation does not necessarily reflect reproductive isolation; (2) reproductive isolation is not absolute even in well-defined living primate and other mammal species and crossbreeding has been observed even at the genus level, 64,65 and (3) as it does not include a temporal framework, BSC is ill-suited to understanding or examining evolutionary change.",0,0
We would like to thank Tone Killick and Leah Fitzpatrick for drawing our attention to this important case.,0,0
"The primates of the Baly Bay area, northwestern Madagascar.",0,0
"Annual ripe fruit energy density was significantly different across groups (F = 3.540, df = 2, p =.040).",0,0
"The palate is missing the portion posterior to the P4, and except for some small fragments of the right molar roots, the teeth are not preserved, and the alveolar processes show damage.",0,0
"In sum, observations of tail fattening at Tsinjoarivo and Ambatovy in early March suggest that, at least for a portion of the mouse lemur population, reproductive season is over by this time of the year.",0,0
"It is therefore surprising that there has never been a broadly sampled molecular phylogenetic study of this significant, and otherwise extraordinarily well-known, weevil subfamily.",0,0
RNA isolation and whole-transcriptome sequencing.,0,0
https://doi.org/10.11646/ zootaxa.2216.1.5,0,0
The future characterization of the pangolin digestive system transcriptome would be important to test the hypothesis that these genes are related to a specialized myrmecophagy phenotype 34.,0,0
"After 3 days without food to empty the stomach and intestines, the lizards were then fed every other day or two.",0,0
"The eyes are maroon and have black, hairless eyelids.",0,0
"These results also fit into the biological origin of the tissues since they represent the immune system and brain, respectively.",0,0
"In this study, group means are presented by the mean � SE. Differences in group means were tested by Student's t ‐tests when the sample size was more than 10 and the assumption of normality (tested by Shapiro‐ Wilk test) and equal variances (tested by Levene's test) were met; otherwise, Mann‐ Whitney U‐ tests were used.",0,0
Molecular phylogenetics of Australian weevils (Coleoptera: Curculionoidea): Exploring relationships in a hyperdiverse lineage through comparison of independent analyses.,0,0
"Taxonomic classification has a strong impact on conceptual understanding of evolution, and the taxonomic practice of reviving old names due to rules of precedence has sometimes played an important role in obfuscating our understanding of the complexity of Middle Pleistocene hominin evolution; the resurrection of H. heidelbergensis is a case in point.",0,0
Hongxin Xie: Data curation; investigation; formal analysis; visualization; writing ‐ original draft.,0,0
(2019).,0,0
"Taken together, the findings of this study and previous work suggest a considerable degree of intraspecific variation concerning reproductive timing in M. lehilahytsara .",0,0
The sample of each specimen was digested overnight at 55°C in a proteinase-k buffer in a shaking incubator and then extracted on the Autogen using the manufacturer's animal tissue protocol.,0,0
"Vaurie, P. (1951).",0,0
"In so doing, we compare the efficiency of the traditional techniques with the results obtained here.",0,0
"Huelsenbeck, J. P., & Ronquist, F. (2001).",0,0
(2023).Why is there no service to,0,0
"[30] Schwartz JH, Tattersall I. The human fossil record.",0,0
"Therefore, we assessed the reconstructed M. javanica transcriptome using the following three in silico methods: (1) transcript sequence quality quantified by RNA-Seq by Expectation-Maximization (RSEM) 25; (2) percentage of reads used to recover the unigene set as well as their coverage; and (3) sequence completeness and its contiguity.",0,0
"This corresponds with results from previous studies at this site (Melin, Hiramatsu, et al., 2014; Melin, Young, et al., 2014; Mosdossy, Melin, & Fedigan, 2015) and suggests that these invertebrates are best categorized as high-quality filler fallback foods (Constantino & Wright, 2009; Lambert & Rothman, 2015; Marshall, Boyko, Feilen, Boyko, & Leighton, 2009).",0,0
Received: 3 August 2020 | Revised: 10 November 2020 | Accepted: 12 November 2020,0,0
Ethics statement.,0,0
"dissertation, University of Zurich, Zurich, Switzerland.",0,0
CASE S TUDY,0,0
UFBoot2: Improving the ultrafast bootstrap approximation.,0,0
"Bulletin of the American Museum of Natural History, 98 (2), 29–186.",0,0
"However, overconsumption of protein also has been linked to many health risks in humans, including issues with bone development, kidney and liver failure, and in extreme cases, ketoacidosis leading to death (Delimaris, 2013).",0,0
org/10.1371/journal.pone.0078379,0,0
Roadmap for naming uncultivated Archaea and Bacteria.,0,0
� Preserving food diversity is important for conservation of crocodile lizards in the wild and in captive populations as well.,0,0
"Whenever possible, samples of prey were collected for the identification of taxa.",0,0
"Ecologically, two sister species, M. macarthurii and M. sp. #3, appear to be restricted to lowland forests, whereas M. mittermeieri and M. lehilahytsara are present in lowland as well as montane forests (Table 2).",0,0
"It is worth reporting, however, that two researchers contributed data points to more than one species (D.",0,0
"While examining the specimens deposited in Hunan Normal University, two new species were identified and described in this paper.",0,0
"This indicated that adult flies preferred large rocks adjacent to the shoreline, particularly those oriented to protect them from exposure to wind and snow.",0,0
"8,27,46,91, 92 Dating to at least 430 ka or Marine isotope stage 12, 93,94 the Sima hominin fossils already show hyper-derived dentition, 8 as well as a number of Neanderthal derived traits in cranial and mandibular morphology.",0,0
topologies did not conflict.,0,0
The taxon H. heidelbergensis sensu stricto should be suppressed altogether and those fossils reassigned to H. neanderthalensis in light of recent genetic and/or morphological data.,0,0
We now know that the origin of Homo sapiens was African (possibly pan-African) 2 and extends further back into the late Middle Pleistocene than previously thought.,0,0
Some further notes on the morphology and dating of the Petralona hominid.,0,0
"We find a large gap between the divergence of the largely monocot-specialist Dryophthorinae from their sister group, the fungus associated woody-dicot feeding Platypodinae at the Jurassic-Cretaceous boundary and the diversification of extant species in the Cenozoic, highlighting the role of codiversification with the two similarly divergent, main lineages of angiosperms, the monocots and dicots.",0,0
"Rambaut,A., Drummond, A. J., Xie,D., Baele, G., & Suchard, M. A. (2018).",0,0
https://doi.org/10.1134/s0031030115130067,0,0
The food was fed alive because lizards mainly feed on live prey.,0,0
"37 MAFFT (v7.475) 38 and FastTree (v2.1.10) 39 were used to align the sequences and construct the phylogenetic tree, respectively.",0,0
"During all focal observations, at least two researchers worked in tandem to maximize visibility of the focal female.",0,0
The body condition index of a lizard was calculated as log body mass divided by log SVL.,0,0
"C. satanas is endemic to eastern Amazonia east of the Tocantins river, and is the most endangered taxon of bearded saki, whether it is classified as a true species or the nominal subspecies [Hershkovitz, 1985].",0,0
"However, when comparing these individuals to M. simmonsi sampled further south (Zahamena NP and Betampona SNR; Louis et al., 2006), our individuals were smaller (9.2 vs.",0,0
"Cryptoderma , the monotypic genus of the tribe Cryptodermatini , is recovered with weak support sister to the litosomine, Polytina + Diocalandrina clade in the Bayesian analysis or as sister to orthognathines, stromboscerines, and dryophthorines in the ML analysis.",0,0
Taxonomy must engage with new technologies and evolve to face future challenges.,0,0
E c o s p h e r e N a t u r a l i s t,0,0
Siri Scientific Press.,0,0
"5 Department of Biology, Faculty of Sciences,University of Porto, Rua do Campo Alegre, 4169-007 Porto, Portugal.",0,0
"Sphenophorus , Metamasius , Cactophagus were recovered as part of a core clade of Sphenophorina , but none of the three genera as monophyletic.",0,0
"But this comes at a cost of time, time that we no longer have.",0,0
We take full responsibility for any errors that may appear.,0,0
Here we report on S. nobilis preying upon a pygmy shrew Sorex minutus in southern England.,0,0
The consistency of the results between the field food survey and the indoor food choice experiment suggested that juvenile lizards prefer to feed on centipedes.,0,0
"© 2005 Wiley-Liss, Inc.",0,0
A pygmy shrew Sorex minutus entangled and paralyzed on the web of Steatoda nobilis.,0,0
"As anticipated, cell (37.6%) and organelle (28.4%) are the most predominant terms assigned to the pangolin transcriptome in cellular components, followed by membrane (10.5%), macromolecular complex (10.2%), membrane-enclosed lumen (8.2%), extracellular region (4.1%), and lastly extracellular matrix (1.0%).",0,0
"In Mananara‐ Nord NP and around Antanambe village (south of the Mananara River), extensive surveys revealed only the presence of M. sp. #3.",0,0
"conservation, cryptic species, evolution, habitat use, phenotype, sympatry",0,0
"The latter measure follows the definition of the IUCN (2012) in which the “ shortest continuous imaginary boundary which can be drawn to encompass all the known, inferred or projected sites of present occurrence of a taxon ” is used to derive the possible distribution of a certain species.",0,0
"To identify the repeats in the M. javanica transcriptome, we screened the repetitive elements in the 89,754 unigenes using the RepeatMasker software 42.",0,0
"Kuschel, G. (1995).",0,0
5 | C O N C L U S I O N,0,0
"Scudder,S.",0,0
"AERW 1.40, PERW 1.40, EL1.00.",0,0
"11a-i）,但有以下区别：1.本新种的纳精囊长大于宽， 而后者的则宽大于长；2.交媾管短而直，后者的较长，具有一盘曲的结节；3.",0,0
Studying and comparing the transcriptomes of more pangolins at different conditions may provide clearer insights into each possibility in the future.,0,0
M. lehilahytsara individuals from Ambavala were excluded from the ANOVA due to small sample size.,0,0
4.2 | Timing of dryophthorine evolution,0,0
"Considering support values, these results are not incompatible with a monophyletic Rhynchophorini but show the need for additional data to resolve this question.",0,0
"One of the females showed vaginal swelling (pre‐ estrus) and three pairs of developed nipples, suggesting she had given birth earlier in the season and was getting ready to mate again.",0,0
"6. Wheeler, Q. D., Knapp, S., Stevenson, D. W., Stevenson, J., Blum, S. D., Boom, B. M., Borisy, G. G., Buizer, J. L., De Carvalho, M. R., Cibrian, A., & Donoghue,M J.(2012).",0,0
"Since uncalibrated trees revealed an unresolved polytomy at the base of Dryophthorinae ,and some of the higher taxa had low support, we implemented topological constraints in both calibrated analyses following the topology of the unconstrained Bayesian tree based on structural alignment.",0,0
Ancestors: The Hard Evidence.,0,0
conceived and coordinated this project.,0,0
RSEM outputs were used for transcript abundance estimation.,0,0
https://doi.org/10.31219/osf.io/axbd4.,0,0
We find it unlikely that the observed Middle Pleistocene variability can be subsumed under a single taxon such as (nebulously defined) H. heidelbergensis .,0,0
Colin Lawton 2,0,0
"They also feed on arthropods, and studies from Brazil, Surinam, and Venezuela have documented the exploitation of 10 taxonomic orders [Ayres & Nessimian, 1982; Frazão, 1991; Kinzey & Norconk, 1993; Mittermeier et al., 1983; Peetz, 2001; Pinto & Setz, 2005; Silva, 2003; Vieira, 2005].",0,0
"Does a DNA barcode in a soil or water sample belong to a giant free-living organism, or a miniaturised parasite?",0,0
"We calculated ripe fruit energy density estimates (kJ/HA) using transect, phenological and nutritional data for 30 plant species commonly eaten by white-faced capuchins.",0,0
"6, 28199; doi: 10.1038/srep28199 (2016).",0,0
Males had regressed testes in April and May (N = 8) and enlarged testes from August to November (N = 13).,0,0
"for the node-dating analysis, and we used a fossilization rate prior distribution Beta (1,10) to indicate that the fossilization rate for in- sects should be small.",0,0
Bruno de Medeiros: Conceptualization (sup- porting); Data curation (lead); Formal analysis (equal); Investigation (equal); Methodology (equal); Visualization (equal); Writing-original draft (equal); Writing-review & editing (equal).,0,0
Trinucleotide repeats are known to affect the chemical and physical properties of certain proteins 46 and length changes of triplet repeats are related to more than 40 neurological diseases found in humans 47.,0,0
Discussions of hominin taxonomy cannot operate in a social void.,0,0
"Paralleling the usage of H. heidelbergenis sensu lato for an Afro-European MRCA, this lumping together of Middle Pleistocene specimens is contradicted by observed Neanderthal traits in Petralona and the early appearance of the Eurasian dental pattern.",0,0
"Integrating ecological and distributional data with molecular analyses in mouse lemurs is often difficult, largely because of their cryptic morphology and life history and lack of detailed metadata (Zimmermann & Radespiel, 2014).",0,0
"More recent fossils include Dominican amber with an age range of 15–20 My (Penney, 2010) and the upper Miocene of Cantal with 6.5–10 My (Gibert et al., 1977).",0,0
"To supplement the comparative data set, we also included published morphometric data from 42 M. lehilahytsara individuals from Mantadia NP (holotype locality; Randrianambinina, 2001) and data from 22 M. mittermeieri individuals that had previously been caught near Anjiahely (Radespiel et al., 2008).",0,0
"There is a distinct sagittal keeling in the frontal view, especially in the bregmatic region of the vault.",0,0
"Peak insect abundance is often correlated with periods of new leaf flush at the end of the dry season, when the first heavy rains begin [Coley & Barone, 1996].",0,0
"5. Orr, M. C., Ferrari, R. R., Hughes, A. C., Chen, J., Ascher, J. S., Yan, Y. H., Williams,P.",0,0
"2, pp. 365–728).",0,0
"Estimated Extents of Occurrence (EOO) of these lineages differed remarkably with 560 and 1,500 km 2 versus 9,250 and 50,700 km 2, respectively.",0,0
The exception being the much larger Nephius Pascoe (6 mm) and Stromboscerus Schoenherr (6 mm) in Stromboscerini and a number of uncharacteristically large (5 mm or more) Dryophthorus Germar species that radiated on the Hawaiian archipelago.,0,0
"The centipede‐ added group showed lower species richness in the gut microbiome and had more abundant fermentative bacteria, such as Bacteroides , Paraclostridium , and Enterococcus , whereas the earthworm‐ only group had more abundant non‐ fermentative opportunistic pathogens.",0,0
The MK cranial remains are generally considered to exhibit an “archaic” morphology.,0,0
https://doi.org/10.1038/s41598-021-97600-0,0,0
"“ Envenomation by the Noble False Widow Spider Steatoda nobilis (Thorell, 1875) – Five New Cases of Steatodism from Ireland and Great Britain.” Clinical Toxicology 56: 433–5.",0,0
The extent and frequency of interbreeding among hominin terminal branches in the LP has been well established and recent research indicates that interbreeding can be observed in the Middle Pleistocene as well.,0,0
"During more windy conditions, we noted that adults sometimes were transported to areas further than 6 m from the lake shore, but such events occurred infrequently.",0,0
and F.T.S.,0,0
30p.,0,0
"Spiders digest their prey externally, and this is initially achieved by the toxin repertoire in their venoms (Vassilevski et al., 2009; Zobel-Thropp et al., 2012).",0,0
Human colonization of Asia in the Late Pleistocene: an introduction to supplement 17.,0,0
"Instead, we introduce Homo bodoensis sp. nov.",0,0
"However, in taxonomy, standard techniques of dissection, imaging and sequencing are usually applicable across a wide range of organisms.",0,0
"Molecular Biology and Evolution, 34 (3), 772–773.",0,0
"Based on the lengths of the maxillary (5.7 mm) and mandibular (4.3 mm) tooth rows, the mammal was identified as a pygmy shrew S. minutus (Balciauskien ˇė et al., 2002).",0,0
"Clypeus brown, with sparse long white hairs, CH about 1/4 diameter of AME.",0,0
H. bodoensis has been deposited in the ZooBank database (http://zoobank.org/) with Life Science Identifier urn:lsid:zoobank.org:act:50AC3EA4-82E0-4AAD-BCDA-6DE6055888A7.,0,0
We used the Gene Ontology (GO) annotations to find the GO terms for which the M. javanica specific unigenes are enriched by running Fisher’s exact test (0.05 FDR) on a total of M. javanica specific unigenes.,0,0
A visit to the Strict Nature Reserve Tsingy de Namoroka (NW Madagascar).,0,0
"Proceedings of the National Academy of Sciences of the United States of America, 106 (17), 7083–7088.",0,0
"Kulczycki, A., E. Simeon, C. M. Legittimo, and P. Di Pompeo.",0,0
"Since the MRCA of the modern human and Neanderthal lineages has been pushed further back in time toward the late Early Pleistocene or very early Middle Pleistocene, 8 the specimens currently assigned to H. heidelbergensis sensu lato cannot be considered representatives of the MRCA.",0,0
"Accordingly, disruption to the timing of these caterpillar outbreaks may have severe consequences for the capuchin population of Santa Rosa.",0,0
"30 In brief, a soft plastic tube was sent into the stomach of the lizard through a harder plastic tube being bitten by the lizard.",0,0
"However, there is a record of an ant larva in the stomach content of Bipes biporus (Kearney, 2003) .",0,0
"Ommatolampines differ from other members of the tribe in usually having divaricate mandibles and a shorter metanepisternum (Voss, 1958).",0,0
"To determine whether the four most important invertebrate orders were consumed in higher proportions seasonally, we conducted circular statistics using Oriana 4.0 statistical software (Kovach, 2011).",0,0
“ Mammals Occupying Nestboxes for Birds in Lithuania.” Acta Zoologica Lituanica 9: 19–23.,0,0
"Our data showed that the thymus and lung transcriptomes have the most similar expression profiles (the coefficient of determination, R 2 = 0.88), followed by cerebellum and cerebrum (R 2 = 0.77).",0,0
Phylogenetic systematics of wee- vils (Coleoptera: Curculionoidea): A reappraisal based on larval and adult morphology.,0,0
"Similar arthropod taxa were captured, although none of the identified species were common to both groups.",0,0
Marina B. Blanco http://orcid.org/ 0000-0002-8779-1700,0,0
"This explains the Latrodectus -like symptoms experienced by victims of envenoming, who do occasionally require hospitalization (Dunbar et al., 2021).",0,0
"In addition to varied diet preferences, the subfamily also exhibits extreme size variation from 1.5 mm to more than 28 mm.",0,0
"Lanfear, R., Calcott, B., Ho, S. Y., & Guindon, S. (2012).",0,0
"We studied the distribution, morphology, and reproductive state of five mouse lemur lineages occurring in a complex spatial pattern across a small region in northeastern Madagascar.",0,0
Our study does not contradict those findings.,0,0
"Many of their small invertebrates, lichens and microbes are found nowhere else on Earth (Convey et al., 2020; Convey & Biersma, 2023; Vincent & Laybourn-Parry, 2008).",0,0
"This will also function as a hub to connect a global network of taxonomists, assembling an alliance of scientists working on potential new species to tackle both the extinction and inclusion crises we face today.",0,0
"Homo in the Middle Pleistocene: hypodigms, variation, and species recognition.",0,0
"Moreover, juvenile M. mittermeieri of about 20 g (~2 months old) were also found in November and December.",0,0
The position of each fossil was constrained to the appropriate higher taxon by using topology constraints.,0,0
The RNA-Seq reads are accessible at the Sequence Read Archive (SRA) at the National Center for Biotechnology Information (NCBI) under the accession number SRP064341.,0,0
"Of these studies, McKenna et al. (2009) included nine representatives of the subfamily to understand the higher-level relationships of Curculionoidea and recovered a monophyletic Dryophthorinae without Stromboscerini .",0,0
They may play an important role in pangolin transcriptome diversity as the repeats could introduce novel splice sites resulting in alternative splicing 44.,0,0
"The consensus set of unigenes of the three different methods was used as the final representative transcriptome assembly, which resulted in 89,754 unigenes with a N50 of 3,741 bps (Supplementary Table 2).",0,0
"Moreover, pangolin scales are structurally similar to human nails and hairs that are made of keratin 41.",0,0
"The incentive for an adult female S. nobilis to tackle larger vertebrates is an excess energy store that can be utilized during reproduction (Nyffeler & Gibbons, 2022).",0,0
"The mainland group spiked once, whereas the island sakis peaked in 3 months (9.80–14.15%), which accounted for 68.7% of this group’s arthropod feeding records.",0,0
"Ein Beitrag zur Kenntnis der Curculioniden im Grenzgebiet der Orientalischen zur Paläarktischen Region (Col., Curcu.).",0,0
Harvard University.,0,0
Our study does not support a sister relationship between Sipalinus and Nephius .,0,0
led and designed library construction and RNA-Seq experiments.,0,0
"66 The evolutionary species concept (ESC) 67 was proposed as more appropriate for the fossil record, as it requires establishing the ancestor – descendant relationship (e.g., Australopithecus anamensis and Au.",0,0
